index,video_id,title,channel,date,url
41,"8FhyZFZpnZA","CH-250111_Man_V1_1080X1080.mp4","Eric Tech","","https://www.youtube.com/watch?v=8FhyZFZpnZA"
42,"EdoF2Fvk41Q","When Jobs, Banks, and Wages All Shift at Once: China’s Economic Reality","No Code MBA","","https://www.youtube.com/watch?v=EdoF2Fvk41Q"
43,"8xrI-_qo64E","President Trump Signs an Executive Order, Apr. 18, 2026","Manus AI","","https://www.youtube.com/watch?v=8xrI-_qo64E"
44,"IA0TMasC1ec","No one saw this coming..","Manus AI","","https://www.youtube.com/watch?v=IA0TMasC1ec"
45,"44hIOtBCdzE","Connect Meta Ads to Manus AI — Businesses Pay Me $1,000s For This (Step-By-Step)","PBD Podcast","","https://www.youtube.com/watch?v=44hIOtBCdzE"
46,"N-zSoO22naY","I Gave Gemini 3.1 + Manus AI 48 Hours to Find Me $2k Clients (Here&#39;s what happened..)","PBD Podcast","","https://www.youtube.com/watch?v=N-zSoO22naY"
47,"yZiwMuIobLU","How Average People Are Making $500K/Year With AI...","China Observer","","https://www.youtube.com/watch?v=yZiwMuIobLU"
48,"F6AP0v_2wr0","Meta’s AI Agent is Better Than OpenClaw (Manus AI Demo)","China Observer","","https://www.youtube.com/watch?v=F6AP0v_2wr0"
49,"tnLxZYJXvMo","Manus AI 1.6 MAX: The First AI That Doesn&#39;t Just Chat","China Observer","","https://www.youtube.com/watch?v=tnLxZYJXvMo"
50,"RtBFBzi9ZLU","OpenClaw vs Manus explained simply in 5 minutes","Business Basics","","https://www.youtube.com/watch?v=RtBFBzi9ZLU"
51,"EzXwi_0Zs18","Manus GitHub Integration Tutorial: Set Up Two-Way Sync in Minutes","Forbes Breaking News","","https://www.youtube.com/watch?v=EzXwi_0Zs18"
52,"SR0A84KdYJw","From App to TestFlight in Minutes | Introducing Manus App Publishing","Samuel A. Russell V","","https://www.youtube.com/watch?v=SR0A84KdYJw"
53,"Ly3-gXJOIc4","RAMageddon AI Data Center WAR + Hormuz Blockade Updates | PBD #777","Samuel A. Russell V","","https://www.youtube.com/watch?v=Ly3-gXJOIc4"
54,"CAwQlmqBo24","Who Is Sadhguru? | PBD Podcast #778","Bet-David Consulting","","https://www.youtube.com/watch?v=CAwQlmqBo24"
55,"fuK8m-PYbzg","Using a Chinese Passport Abroad Is Awkward! Internationally, It’s Not Welcomed—Just Hype","Samuel A. Russell V","","https://www.youtube.com/watch?v=fuK8m-PYbzg"
56,"1kTRfRaUs68","World’s Largest Apple City Becomes Ruins, Foxconn Leaves, CCP Panics with Strict Exit Lockdown!","The White House","","https://www.youtube.com/watch?v=1kTRfRaUs68"
57,"I_X-twpfJl4","China’s Economy Collapses, People Rise Up Due to Hunger, Sparking Anti-Xi Movement","PBD Podcast","","https://www.youtube.com/watch?v=I_X-twpfJl4"
58,"XpAhceWOV_Q","Iran Hit Indian Ships — Then Indian Military Crossed the Line Nobody Expected","PBD Podcast","","https://www.youtube.com/watch?v=XpAhceWOV_Q"
59,"mn7UrYBvmDg","Stanley Cup Playoffs on TNT Sports begin TODAY!","Dan Martell","","https://www.youtube.com/watch?v=mn7UrYBvmDg"
60,"ymCeh07HD6g","Foundayo is Now Approved!","Samuel A. Russell V","","https://www.youtube.com/watch?v=ymCeh07HD6g"
61,"gW2RhJas1vg","BREAKING: Trump Signs Executive Order On Psychedelic Drugs With Joe Rogan As Iran Shuts Hormuz","Dan Martell","","https://www.youtube.com/watch?v=gW2RhJas1vg"
62,"hZGqcsfXdxw","TUMI 19 Degree Hero_HQ","Dan Martell","","https://www.youtube.com/watch?v=hZGqcsfXdxw"
63,"4YVvWPkMsU4","Tax Planning Video","Samuel A. Russell V","","https://www.youtube.com/watch?v=4YVvWPkMsU4"
64,"KwlyYMNKQCU","Upwork | How @MrBuildit Uses Freelancers to Keep Building on Budget","Dan Martell","","https://www.youtube.com/watch?v=KwlyYMNKQCU"
65,"sYoZ9nM6Mdw","Claude Code is simple by design and built for developers who want control.","PBD Podcast","","https://www.youtube.com/watch?v=sYoZ9nM6Mdw"
66,"V7NsNM7inOk","He Paid $0 In Taxes  The 5‑Year Mortgage 2026","Samuel A. Russell V","","https://www.youtube.com/watch?v=V7NsNM7inOk"
67,"DB2KHQHDZM0","Headline: Fresh finds perfectly picked for you now and new at Target","Dan Martell","","https://www.youtube.com/watch?v=DB2KHQHDZM0"
68,"NwKt_tMkcAY","Anthropic Case Study: The Rise of Claude","Dan Martell","","https://www.youtube.com/watch?v=NwKt_tMkcAY"
69,"eThwi_qK2dw","Heather Lives Faith over Fear","Dan Martell","","https://www.youtube.com/watch?v=eThwi_qK2dw"
70,"GQrOWB8uUXg","Watch Live April 16-19 | Banana Ball Open presented by GEICO","Samuel A. Russell V","","https://www.youtube.com/watch?v=GQrOWB8uUXg"
71,"8xrI-_qo64E","President Trump Signs an Executive Order, Apr. 18, 2026","Dan Martell","","https://www.youtube.com/watch?v=8xrI-_qo64E"
72,"UU2Cqr_FNAI","Trump DECLARES Hormuz OPEN + Israel &amp; Lebanon CEASEFIRE | PBD #779","Dan Martell","","https://www.youtube.com/watch?v=UU2Cqr_FNAI"
73,"UU2Cqr_FNAI","Trump DECLARES Hormuz OPEN + Israel &amp; Lebanon CEASEFIRE | PBD #779","Dan Martell","","https://www.youtube.com/watch?v=UU2Cqr_FNAI"
74,"OrHvOqbaaxs","$10 Large Any 3-Topping | Hut Crust™ :15","Dan Martell","","https://www.youtube.com/watch?v=OrHvOqbaaxs"
75,"qYs3Hf99BPQ","POV: You’re Building a $1 Billion Company","Dan Martell","","https://www.youtube.com/watch?v=qYs3Hf99BPQ"
76,"dylxfqsMl0k","Square: PHXE 30 sec AdamWebinarIntro Epic 169Video 041025","Samuel A. Russell V","","https://www.youtube.com/watch?v=dylxfqsMl0k"
77,"F7e8gZO3nx0","Introducing Medical Doctors to www.RussellCapitalSystems.com","Samuel A. Russell V","","https://www.youtube.com/watch?v=F7e8gZO3nx0"
78,"8yt5yzwJQko","99% of People Have No Idea What’s About to Happen With AI","Samuel A. Russell V","","https://www.youtube.com/watch?v=8yt5yzwJQko"
79,"hZGqcsfXdxw","TUMI 19 Degree Hero_HQ","Samuel A. Russell V","","https://www.youtube.com/watch?v=hZGqcsfXdxw"
80,"8yt5yzwJQko","99% of People Have No Idea What’s About to Happen With AI","Samuel A. Russell V","","https://www.youtube.com/watch?v=8yt5yzwJQko"
81,"ymCeh07HD6g","Foundayo is Now Approved!","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=ymCeh07HD6g"
82,"uQq0hH2Yitg","248 Brains Working To Make You Richer - Safer","China Observer","","https://www.youtube.com/watch?v=uQq0hH2Yitg"
83,"0pStigyl674","This Video Will Make You Dangerously Smart With AI","Modern Art TV","","https://www.youtube.com/watch?v=0pStigyl674"
84,"Ly3-gXJOIc4","RAMageddon AI Data Center WAR + Hormuz Blockade Updates | PBD #777","GMass","","https://www.youtube.com/watch?v=Ly3-gXJOIc4"
85,"ymCeh07HD6g","Foundayo is Now Approved!","Samuel A. Russell V","","https://www.youtube.com/watch?v=ymCeh07HD6g"
86,"9FypHzabqvw","Square: Build an AI Agent with Temporal","Dan Martell","","https://www.youtube.com/watch?v=9FypHzabqvw"
87,"F7e8gZO3nx0","Introducing Medical Doctors to www.RussellCapitalSystems.com","China Observer","","https://www.youtube.com/watch?v=F7e8gZO3nx0"
88,"rJIcD6fXqJM","2601 BNF SpaceX Ticker Symbol YT FB Video Ad #2 Hook #2 1x1","China Observer","","https://www.youtube.com/watch?v=rJIcD6fXqJM"
89,"0Tch0N5nsRU","You’re not behind (yet): How to learn AI in 18 minutes","China Observer","","https://www.youtube.com/watch?v=0Tch0N5nsRU"
90,"qYs3Hf99BPQ","POV: You’re Building a $1 Billion Company","China Observer","","https://www.youtube.com/watch?v=qYs3Hf99BPQ"
91,"BuwPnrMmhzQ","9 AI Skills You MUST Have to Get Ahead of 99% of People","Samuel A. Russell V","","https://www.youtube.com/watch?v=BuwPnrMmhzQ"
92,"F7e8gZO3nx0","Introducing Medical Doctors to www.RussellCapitalSystems.com","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=F7e8gZO3nx0"
93,"lRiWjWJOCjg","Sequence 02_1x1.mp4","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=lRiWjWJOCjg"
94,"D_YzcH0VsGY","The most powerful AI Agent I’ve ever used in my life","Past Tense","","https://www.youtube.com/watch?v=D_YzcH0VsGY"
95,"0pStigyl674","This Video Will Make You Dangerously Smart With AI","Healing Time","","https://www.youtube.com/watch?v=0pStigyl674"
96,"qYs3Hf99BPQ","POV: You’re Building a $1 Billion Company","China Observer","","https://www.youtube.com/watch?v=qYs3Hf99BPQ"
97,"-5DylM1EdI4","7 Insane Use Cases For Manus AI (with Zero Code)","Healing Positive","","https://www.youtube.com/watch?v=-5DylM1EdI4"
98,"XRU-CjzYt_o","Why I Switched From ChatGPT to Claude (without losing anything)","Samuel A. Russell V","","https://www.youtube.com/watch?v=XRU-CjzYt_o"
99,"ndQbRULclZ8","Picanti Video 1x1 Leslie Text c 27 08 25 GUI 1V A1","Healing Time","","https://www.youtube.com/watch?v=ndQbRULclZ8"
100,"KvGgaYzV7sM","April 12, 2026","Samuel A. Russell V","","https://www.youtube.com/watch?v=KvGgaYzV7sM"
101,"Vhk5dAQx0vE","Engineer Retirement Planning - By BA","Samuel A. Russell V","","https://www.youtube.com/watch?v=Vhk5dAQx0vE"
102,"w3zas3qrZi4","Shortened: Axon by AppLovin: Profitable advertising made simple","Healing Time","","https://www.youtube.com/watch?v=w3zas3qrZi4"
103,"rJIcD6fXqJM","2601 BNF SpaceX Ticker Symbol YT FB Video Ad #2 Hook #2 1x1","Business Basics","","https://www.youtube.com/watch?v=rJIcD6fXqJM"
104,"KwlyYMNKQCU","Upwork | How @MrBuildit Uses Freelancers to Keep Building on Budget","Modern Art TV","","https://www.youtube.com/watch?v=KwlyYMNKQCU"
105,"Vhk5dAQx0vE","Engineer Retirement Planning - By BA","Modern Art TV","","https://www.youtube.com/watch?v=Vhk5dAQx0vE"
106,"Vhk5dAQx0vE","Engineer Retirement Planning - By BA","Modern Art TV","","https://www.youtube.com/watch?v=Vhk5dAQx0vE"
107,"ZjH-sOyc4VE","Pipedrive 2 1 15s 1x1 V1","GMass","","https://www.youtube.com/watch?v=ZjH-sOyc4VE"
108,"eThwi_qK2dw","Heather Lives Faith over Fear","Depressed Ginger","","https://www.youtube.com/watch?v=eThwi_qK2dw"
109,"yaS0ecLsN4Q","The 192-Hour Blackout in the Taiwan Strait","GMass","","https://www.youtube.com/watch?v=yaS0ecLsN4Q"
110,"xPgiyOO1ySw","US Beats China with China’s Own Tactics, Chinese People Wake Up, China on the Brink Like Iran, Cuba","BetterWealth","","https://www.youtube.com/watch?v=xPgiyOO1ySw"
111,"issPfcMVdYc","Beautiful Mountain Landscapes | Vintage Art Slideshow for Your TV | HD #Art #Screensaver - NO SOUND","Dan Martell","","https://www.youtube.com/watch?v=issPfcMVdYc"
112,"RTDmGYxc1CA","GMass Beginner Tutorial 2026: Personalized Mass Email in Gmail","Asmongold TV  ","","https://www.youtube.com/watch?v=RTDmGYxc1CA"
113,"eThwi_qK2dw","Heather Lives Faith over Fear","Valuetainment","","https://www.youtube.com/watch?v=eThwi_qK2dw"
114,"XRU-CjzYt_o","Why I Switched From ChatGPT to Claude (without losing anything)","DWS News","","https://www.youtube.com/watch?v=XRU-CjzYt_o"
115,"cLVhxtpywrY","Boom! U.S. Saves 2nd Pilot—China &amp; Iran’s Story Falls Apart LIVE!","Business Basics","","https://www.youtube.com/watch?v=cLVhxtpywrY"
116,"cLVhxtpywrY","Boom! U.S. Saves 2nd Pilot—China &amp; Iran’s Story Falls Apart LIVE!","China Observer","","https://www.youtube.com/watch?v=cLVhxtpywrY"
117,"c5iwGyo_Ln0","5 Sides of the CX-5 Official Trailer | Mazda","Tom Bilyeu","","https://www.youtube.com/watch?v=c5iwGyo_Ln0"
118,"tEv0NhmSyAk","China in Panic! Iran War Tears It Apart, Countries Strike Back, UAE Freezes $530B Iranian Assets","Farzad","","https://www.youtube.com/watch?v=tEv0NhmSyAk"
119,"3RIFzDNQ1Es","Big Trouble at Three Gorges Dam? Cement Like Tofu, Senior Engineer Arrested,Demolition Rumors Spread","Healthy Aging Talk: Deep Dive","","https://www.youtube.com/watch?v=3RIFzDNQ1Es"
120,"WTCO7ISIfcA","MM2026 | YTMasthead | NatChampTom","Valuetainment","","https://www.youtube.com/watch?v=WTCO7ISIfcA"
121,"KKTJ0sak_G4","Power vs Force","George A.A.","","https://www.youtube.com/watch?v=KKTJ0sak_G4"
122,"Gt-Up7futOM","A Retired Leader Just Challenged Xi Jinping and It Was Caught on Camera","Hodgetwins Podcast","","https://www.youtube.com/watch?v=Gt-Up7futOM"
123,"Qtk64F_v-dE","Is China Playing Both Sides in the Iran War?","Depressed Ginger","","https://www.youtube.com/watch?v=Qtk64F_v-dE"
124,"lteTntzLkNc","Sounds From An English Country Garden | 2 Hrs Of Summer Sounds | Birds Singing And Chirping","Timcast","","https://www.youtube.com/watch?v=lteTntzLkNc"
125,"GGjth483yf4","Spring Cherry Blossom🌸Soothing Relaxing Music and Calming Birds Sounds for Anxiety Relief"," Great Movie Lines","","https://www.youtube.com/watch?v=GGjth483yf4"
126,"J0bU_qZd4wc","Silver Crashes, RAM Prices Dive, Chinese Speculators Left in Tears","Depressed Ginger","","https://www.youtube.com/watch?v=J0bU_qZd4wc"
127,"Jqa65-ANdcQ","Jurassic - Control Room","BetterWealth","","https://www.youtube.com/watch?v=Jqa65-ANdcQ"
128,"9w2_56Cx4eo","Music heals the heart and blood vessels, Calming music restores the nervous system, relaxing #57","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=9w2_56Cx4eo"
129,"8YKGkkKdObE","The Old Way VS The Smart Way","Depressed Ginger","","https://www.youtube.com/watch?v=8YKGkkKdObE"
130,"HCNqImHzMdk","Healing Music for Inner Peace🌿 Calming music, Nature sounds for stress relief, Sleep music","China Observer","","https://www.youtube.com/watch?v=HCNqImHzMdk"
131,"sHS2L_kUmB0","Same Work Effort &amp; Completely Different Results","China Observer","","https://www.youtube.com/watch?v=sHS2L_kUmB0"
132,"KKTJ0sak_G4","Power vs Force","Samuel A. Russell V","","https://www.youtube.com/watch?v=KKTJ0sak_G4"
133,"HMVq6BkvOyI","Music therapy 🌿 Relaxing Music for Anxiety Relief &amp; Stop Overthinking","Samuel A. Russell V","","https://www.youtube.com/watch?v=HMVq6BkvOyI"
134,"0v4Chx7Hido","US &amp; NATO Just Got a BRUTAL Wake-Up Call From Iran War… Israel Didn’t Expect This","Samuel A. Russell V","","https://www.youtube.com/watch?v=0v4Chx7Hido"
135,"1JQxE6WAhyk","Pacific Northwest Landscapes | Vintage Art Slideshow for Your TV | 4K HD #Screensaver - NO SOUND","Samuel A. Russell V","","https://www.youtube.com/watch?v=1JQxE6WAhyk"
136,"issPfcMVdYc","Beautiful Mountain Landscapes | Vintage Art Slideshow for Your TV | HD #Art #Screensaver - NO SOUND","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=issPfcMVdYc"
137,"r81OPfR1Vj0","Beautiful Spring Landscapes | Vintage Art Slideshow for Your TV | 4K HD #Art #Screensaver - NO SOUND","Depressed Ginger","","https://www.youtube.com/watch?v=r81OPfR1Vj0"
138,"RTDmGYxc1CA","GMass Beginner Tutorial 2026: Personalized Mass Email in Gmail","PBD Podcast","","https://www.youtube.com/watch?v=RTDmGYxc1CA"
139,"Hvvt9ZqbACw","Trump says Iran War is close to being over...","Samuel A. Russell V","","https://www.youtube.com/watch?v=Hvvt9ZqbACw"
140,"RTDmGYxc1CA","GMass Beginner Tutorial 2026: Personalized Mass Email in Gmail","Samuel A. Russell V","","https://www.youtube.com/watch?v=RTDmGYxc1CA"
141,"j7D0z506W74","How Nelson Nash Used Infinite Banking (Never Before Seen Interview)","Samuel A. Russell V","","https://www.youtube.com/watch?v=j7D0z506W74"
142,"-5DylM1EdI4","7 Insane Use Cases For Manus AI (with Zero Code)","Samuel A. Russell V","","https://www.youtube.com/watch?v=-5DylM1EdI4"
143,"E-UJFTadWQw","Harry Potter is completely COOKED..","Samuel A. Russell V","","https://www.youtube.com/watch?v=E-UJFTadWQw"
144,"LCE1p8EJce0","“Nuclear Suicide Vests” - JD Vance EXPOSES Iran’s Mass Casualty Threat To America","Samuel A. Russell V","","https://www.youtube.com/watch?v=LCE1p8EJce0"
145,"CTviEioyhGI","UNFILTERED: Trump, Vance, Rubio &amp; Hegseth Deliver Remarks Over Iran War, Nukes, NATO &amp; Hormuz | AC1E","Visionary","","https://www.youtube.com/watch?v=CTviEioyhGI"
146,"0v4Chx7Hido","US &amp; NATO Just Got a BRUTAL Wake-Up Call From Iran War… Israel Didn’t Expect This","David Fraser","","https://www.youtube.com/watch?v=0v4Chx7Hido"
147,"WZONO7AAs9g","Rare! China Can’t Hold On, Pushes Iran for Ceasefire, but Iran’s Leaders Fear Death by Their Own","Business Basics","","https://www.youtube.com/watch?v=WZONO7AAs9g"
148,"s7QzkP994iQ","UAE Just Rejected Iran&#39;s Ceasefire — And They&#39;re Ready For Ground War","Valuetainment","","https://www.youtube.com/watch?v=s7QzkP994iQ"
149,"kMivoKHHkxQ","5 AI CEOs Just Said The Same Thing","Asmongold TV  ","","https://www.youtube.com/watch?v=kMivoKHHkxQ"
150,"5NedzcS7R3o","72 Hours Trump&#39;s China Gambit: How He Ended 300 Years of British Power?","BetterWealth","","https://www.youtube.com/watch?v=5NedzcS7R3o"
151,"kEO4V-ii7ak","“Bitcoin Is Going To DIE” - Terrence Howard SOUNDS THE ALARM On Crypto&#39;s Collapse","Depressed Ginger","","https://www.youtube.com/watch?v=kEO4V-ii7ak"
152,"BnQf1FpWplM","Iranian Woman Says This &amp; Jon Stewart Finally Realizes Trump IS RIGHT!","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=BnQf1FpWplM"
153,"oPP-UYMQBcA","Hodgetwins X Alex Jones EMERGENCY PODCAST! | Hodgetwins Podcast | Alex Jones","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=oPP-UYMQBcA"
154,"fVrqrMy5hW4","Trump considers &quot;KNOCKOUT&quot; blow to Iran this weekend","China Observer","","https://www.youtube.com/watch?v=fVrqrMy5hW4"
155,"LGmDC_HkmnM","this is it, his final move...","Defense Now","","https://www.youtube.com/watch?v=LGmDC_HkmnM"
156,"J4eTb_YV6sU","Jim Carrey is a better Matthew McConaughey than he is!  SNL Jeopardy","Asmongold TV  ","","https://www.youtube.com/watch?v=J4eTb_YV6sU"
157,"yqXF02aOhYY","DG LIVE: Friday Night news recap","Valuetainment","","https://www.youtube.com/watch?v=yqXF02aOhYY"
158,"j7D0z506W74","How Nelson Nash Used Infinite Banking (Never Before Seen Interview)","mistersunshinebaby","","https://www.youtube.com/watch?v=j7D0z506W74"
159,"3cEG1TgkY3Y","Iran’s Decapitation Sends Shockwaves to Zhongnanhai","The And Asset","","https://www.youtube.com/watch?v=3cEG1TgkY3Y"
160,"u2qL1NFDba4","The JD Vance conundrum...","Tom Bilyeu","","https://www.youtube.com/watch?v=u2qL1NFDba4"
161,"Mj3iWFkSwDo","Iran Fires 52 Chinese Hypersonic Missiles at US Carrier, Zero Hits—Xi Furious, Arrests Follow","Business Basics","","https://www.youtube.com/watch?v=Mj3iWFkSwDo"
162,"KkKz0jVgc0A","Xi Jinping Finally Picks His Successor: Almost No One Knows Him, His Own Cousin!","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=KkKz0jVgc0A"
163,"KKTJ0sak_G4","Power vs Force","Fox Business","","https://www.youtube.com/watch?v=KKTJ0sak_G4"
164,"13uhHKx0VO8","At age 65 Dr. Johns Networth is $13M, Doctor Patel&#39;s Networth is over $150M+ Networth. Same income.","mistersunshinebaby","","https://www.youtube.com/watch?v=13uhHKx0VO8"
165,"LBzn-ZZQLXY","2 Doctors Same Salary, Same Savings, Massive Different Results","The Diary Of A CEO","","https://www.youtube.com/watch?v=LBzn-ZZQLXY"
166,"QJNA1NaFP3M","Heather Breaking The Interest Trap","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=QJNA1NaFP3M"
167,"kYvDcT7HoWs","Why Xi’s First Trip in 133 Days Is So Risky","Tom Bilyeu","","https://www.youtube.com/watch?v=kYvDcT7HoWs"
168,"iud4NpK6p3A","Iran *COUNTERS* US Peace proposal, can a deal be reached??","euronews","","https://www.youtube.com/watch?v=iud4NpK6p3A"
169,"HiYqjgghv4I","Iran REJECTS Trump&#39;s 15 Point Peace Plan | PBD #765","BetterWealth","","https://www.youtube.com/watch?v=HiYqjgghv4I"
170,"13uhHKx0VO8","At age 65 Dr. Johns Networth is $13M, Doctor Patel&#39;s Networth is over $150M+ Networth. Same income.","BetterWealth","","https://www.youtube.com/watch?v=13uhHKx0VO8"
171,"KKTJ0sak_G4","Power vs Force","China Observer","","https://www.youtube.com/watch?v=KKTJ0sak_G4"
172,"pw4sYH5qjiQ","How the Wealthy Use Debt *While You Fear It*   By Sam Russell","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=pw4sYH5qjiQ"
173,"ACbWSwmNnno","How Structure Beats Income -The Debt Code - By Sam Russell","Samuel A. Russell V","","https://www.youtube.com/watch?v=ACbWSwmNnno"
174,"n2DmbrGHnVE","Roth Conversion Family Story By Sam Russell","Samuel A. Russell V","","https://www.youtube.com/watch?v=n2DmbrGHnVE"
175,"KurUjmBJTHM","Liquidity Tool Functionality  By Sam Russell","Lei&#39;s Real Talk","","https://www.youtube.com/watch?v=KurUjmBJTHM"
