path	lfs_oid	expected_size	local_size	raw_url	media_url	media_http	media_content_type	media_content_length
audio_files/HypnoticPhrases_RedBook_Audio_08_07_2023_21_26_05.mp3	881f39eec64fc10823865ac6e9797d696f4f5b6586d6154d9e570a3cd9addb65	35441610	35441610	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/HypnoticPhrases_RedBook_Audio_08_07_2023_21_26_05.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/HypnoticPhrases_RedBook_Audio_08_07_2023_21_26_05.mp3	200	audio/mpeg	35441610
audio_files/JourneysOutOfTheBody_readtopage67_Audio_01_12_2024_02_31_28.mp3	b18d22691d3895c66d7c0cb84aa07048eae2f044e78e3e2f84fb912fe0c5bc63	304940622	304940622	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/JourneysOutOfTheBody_readtopage67_Audio_01_12_2024_02_31_28.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/JourneysOutOfTheBody_readtopage67_Audio_01_12_2024_02_31_28.mp3	200	audio/mpeg	304940622
audio_files/LUKES_SONG_MAY20_2026.mp3	5f110ac4a9d8674c92f4ede83ec6a5e221cbef1f43797051ee2c20fa9ccc2ef5	3829968	3829968	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/LUKES_SONG_MAY20_2026.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/LUKES_SONG_MAY20_2026.mp3	200	audio/mpeg	3829968
audio_files/MeNNicole_AudioBook_Audio_10_29_2023_22_12_33.mp3	ff11ece3a6b2376b809e6a5c1f0f6b2caa7d212ebaadb68acd1a296b91a1b064	20451201	20451201	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/MeNNicole_AudioBook_Audio_10_29_2023_22_12_33.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/MeNNicole_AudioBook_Audio_10_29_2023_22_12_33.mp3	200	audio/mpeg	20451201
audio_files/RationalEmotive4Anxiety_Pg168-170_Audio_03_08_2024_00_05_19.mp3	b56d22301039d732319c96c2b3780981b7badd5c7b5979b3c3bf427d43b8e752	22724673	22724673	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/RationalEmotive4Anxiety_Pg168-170_Audio_03_08_2024_00_05_19.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/RationalEmotive4Anxiety_Pg168-170_Audio_03_08_2024_00_05_19.mp3	200	audio/mpeg	22724673
audio_files/RedBook_2hrs_bestoneyet_Audio_01_22_2024_17_37_08.mp3	3d4b959c97b11ead81f50ca385fa24753de6517b731d1d76f337e3a9d899faa0	97073232	97073232	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/RedBook_2hrs_bestoneyet_Audio_01_22_2024_17_37_08.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/RedBook_2hrs_bestoneyet_Audio_01_22_2024_17_37_08.mp3	200	audio/mpeg	97073232
audio_files/RehearsingTheBest462_Audio_03_06_2024_16_46_44.mp3	5cafa551ff9a74d93760fde2bd9112a64bcd0ddef2b9f2ea89f3392292363e9e	15112833	15112833	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/RehearsingTheBest462_Audio_03_06_2024_16_46_44.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/RehearsingTheBest462_Audio_03_06_2024_16_46_44.mp3	200	audio/mpeg	15112833
audio_files/SWS_AppliedButDidntBookATimeRecording.mp3	e02db8c8127c8ca1fd29148951f5b8ed30fc18f23d199fdc9ac31dcb76f4d063	4659885	4659885	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SWS_AppliedButDidntBookATimeRecording.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SWS_AppliedButDidntBookATimeRecording.mp3	200	audio/mpeg	4659885
audio_files/SWS_DiscoveryCallRecording.mp3	6b4f14fed8cf45e2dd6acf58ddf3ffbdafb58dfd2591b4f29e6dcc8d2251c48b	2637549	2637549	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SWS_DiscoveryCallRecording.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SWS_DiscoveryCallRecording.mp3	200	audio/mpeg	2637549
audio_files/SWS_DiscoveryCallRecording2.mp3	6b4b557a800094b9f48e29bbb18b5f72ad0b6d4f2244bd7f805acb75ef99735f	2226573	2226573	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SWS_DiscoveryCallRecording2.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SWS_DiscoveryCallRecording2.mp3	200	audio/mpeg	2226573
audio_files/SalesProductivity549_Audio_03_08_2024_00_40_54.mp3	8ac1856256cc9be854499fdf79684ab62cf139248b50354c6521de9c245f16f6	9178305	9178305	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SalesProductivity549_Audio_03_08_2024_00_40_54.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SalesProductivity549_Audio_03_08_2024_00_40_54.mp3	200	audio/mpeg	9178305
audio_files/SportsEnhancement466_Audio_03_06_2024_17_51_44.mp3	67d5b246aa314fc7a82dc5b78f94d2fc3ae2b66fb2d7518cb5a47902645e5e8c	9916737	9916737	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SportsEnhancement466_Audio_03_06_2024_17_51_44.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/SportsEnhancement466_Audio_03_06_2024_17_51_44.mp3	200	audio/mpeg	9916737
audio_files/StackingLettersInduction_Audio_02_24_2024_15_49_03.mp3	64b07308d417d13a64213a016fe44045a47ae7f0beaae7fe4b271a872472aa0c	8124801	8124801	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/StackingLettersInduction_Audio_02_24_2024_15_49_03.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/StackingLettersInduction_Audio_02_24_2024_15_49_03.mp3	200	audio/mpeg	8124801
audio_files/StageFright181_Audio_03_07_2024_23_49_06.mp3	da044fdbb8329263ed67d1bc3ebf9ddaee879155e9ad3888348b805b0abe5969	7991490	7991490	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/StageFright181_Audio_03_07_2024_23_49_06.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/StageFright181_Audio_03_07_2024_23_49_06.mp3	200	audio/mpeg	7991490
audio_files/TheAdventuresofAnybody.mp3	463c8bf48c44ea294a14dd25bdb49068cee91c0bcf4767854571abb0e1716902	178099150	178099150	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/TheAdventuresofAnybody.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/TheAdventuresofAnybody.mp3	200	audio/mpeg	178099150
audio_files/TheAlchemist(part1)writtenbyPauloCoelhoAudio_12_20_2023_09_18_55.mp3	e0cec070365172d94e300552dd9f90d31c68c841e0b5f81b66cca2e34550bbf3	68579778	68579778	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/TheAlchemist%28part1%29writtenbyPauloCoelhoAudio_12_20_2023_09_18_55.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/TheAlchemist%28part1%29writtenbyPauloCoelhoAudio_12_20_2023_09_18_55.mp3	200	audio/mpeg	68579778
audio_files/TheAlchemistPart2(PauloChoelo)Audio_12_24_2023_17_40_11.mp3	df966b1b923265aa0a705cd86c6bab70a2cf7b75c33ae8f368ac4e780ff71f09	48893892	48893892	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/TheAlchemistPart2%28PauloChoelo%29Audio_12_24_2023_17_40_11.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/TheAlchemistPart2%28PauloChoelo%29Audio_12_24_2023_17_40_11.mp3	200	audio/mpeg	48893892
audio_files/TheAlchemistPart3(PauloChoelo12_26_2023_07_36_34.mp3	038b87c0894f5e7be2e602e4c021a903af8ed0afde895760943bf1b4ce84bd1c	87208515	87208515	https://raw.githubusercontent.com/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/TheAlchemistPart3%28PauloChoelo12_26_2023_07_36_34.mp3	https://media.githubusercontent.com/media/samtheinsuranceman-debug/sam-russell-corpus/master/audio_files/TheAlchemistPart3%28PauloChoelo12_26_2023_07_36_34.mp3	200	audio/mpeg	87208515
