route,component,measured_value,defective,disposition,flags,plan_score,plan_verdict
/portal/strategy-synergy,StrategySynergyHub,1.9,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/annual-financial-physical,AnnualFinancialPhysical,1.8,False,UPGRADE or fold into library,,8.0,KEEP-L1
/portal/combo-recommender-v2,ComboRecommender,1.8,False,UPGRADE or fold into library,,8.5,KEEP-L1
/portal/debt-recycling,DebtRecyclingStrategy,1.8,False,UPGRADE or fold into library,,9.4,KEEP-L1
/portal/emergency-fund,EmergencyFundPlanner,1.8,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/engine-fusion,EngineFusionLab,1.8,False,UPGRADE or fold into library,,5.6,ENHANCE
/portal/income-floor-strategy,RetirementIncomeFloorStrategy,1.8,False,UPGRADE or fold into library,,7.9,KEEP-L1
/portal/infinity-banking,InfinityBankingConcept,1.8,False,UPGRADE or fold into library,,9.5,KEEP-L1
/portal/inflation-returns,InflationAdjustedReturnCalculator,1.8,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/long-term-care-hybrid,LongTermCareHybrid,1.8,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/moat-fortress,MoatFortress,1.8,False,UPGRADE or fold into library,,1.0,CUT
/portal/multi-gen-roth,MultiGenerationalRothStrategy,1.8,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/physician-blueprint,PhysicianFinancialBlueprint,1.8,False,UPGRADE or fold into library,,6.3,ENHANCE
/portal/practice-sync,PracticeWealthSync,1.8,False,UPGRADE or fold into library,,10.0,KEEP-L1
/portal/qprt-advanced,QPRTAdvancedPlanner,1.8,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/re-stacking,RealEstateStackingStrategy,1.8,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/serp-analyzer,SERPAnalyzer,1.8,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/split-dollar,SplitDollarLifeInsurance,1.8,False,UPGRADE or fold into library,,9.1,KEEP-L1
/portal/str-tax-strategy,ShortTermRentalTaxStrategy,1.8,False,UPGRADE or fold into library,,6.3,ENHANCE
/portal/structured-settlement,StructuredSettlementPlanner,1.8,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/annuity-income-bridge,AnnuityIncomeBridge,1.7,False,UPGRADE or fold into library,,7.5,KEEP-L1
/portal/carrier-strength,CarrierStrengthMonitor,1.7,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/charitable-giving-dashboard,CharitableGivingDashboard,1.7,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/client-retention-ai,ClientRetentionAssistant,1.7,False,UPGRADE or fold into library,,6.0,ENHANCE
/portal/deferred-comp,DeferredCompensationAnalyzer,1.7,False,UPGRADE or fold into library,,6.4,MERGE
/portal/employee-stock-options,EmployeeStockOptions,1.7,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/fiduciary-tracker,FiduciaryDutyTracker,1.7,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/income-protection,IncomeProtectionPlanner,1.7,False,UPGRADE or fold into library,,6.3,ENHANCE
/portal/succession-engine,SuccessionPlanningEngine,1.7,False,UPGRADE or fold into library,,6.0,MERGE
/portal/survivor-benefits,SurvivorBenefitPlanner,1.7,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/wealth-transfer-comparison,WealthTransferVehicleComparison,1.7,False,UPGRADE or fold into library,,8.5,KEEP-L1
/portal/behavioral-planning,AIBehavioralFinancialPlanning,1.6,True,UPGRADE or fold into library,frozen-chart,5.9,ENHANCE
/portal/1031-exchange,Exchange1031Calc,1.5,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/annuity-comparison,AnnuityComparisonCalc,1.5,False,UPGRADE or fold into library,,9.1,KEEP-L1
/portal/buy-sell-funding,BuySellFundingCalc,1.5,False,UPGRADE or fold into library,,9.5,KEEP-L1
/portal/deferred-compensation,DeferredCompCalc,1.5,False,UPGRADE or fold into library,,9.5,KEEP-L1
/portal/depreciation-tax-shield,DepreciationTaxShieldCalc,1.5,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/divorce-settlement-enhanced,DivorceSettlementCalc,1.5,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/entity-comparison,EntityComparisonCalc,1.5,False,UPGRADE or fold into library,,9.5,KEEP-L1
/portal/estate-liquidity,EstateLiquidityCalc,1.5,False,UPGRADE or fold into library,,8.7,KEEP-L1
/portal/financial-health-score,FinancialHealthScoreCalc,1.5,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/key-person-insurance,KeyPersonInsuranceCalc,1.5,False,UPGRADE or fold into library,,9.5,KEEP-L1
/portal/opportunity-zone,OpportunityZoneCalc,1.5,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/overhead-expense,OverheadExpenseCalc,1.5,False,UPGRADE or fold into library,,9.5,KEEP-L1
/portal/pavlovian-engagement,GamifiedPavlovianEngagement,1.5,True,UPGRADE or fold into library,frozen-chart|fabricated-constant|literal-chart-data,1.0,CUT
/portal/presentation-vault,PresentationVault,1.5,False,UPGRADE or fold into library,,8.7,KEEP-L1
/portal/qbi-calculator,QBICalculator,1.5,False,UPGRADE or fold into library,,9.0,KEEP-L1
/portal/refinance-break-even,RefinanceBreakEvenCalc,1.5,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/residency-to-attending,ResidencyToAttendingCalc,1.5,False,UPGRADE or fold into library,fabricated-constant,5.9,ENHANCE
/portal/spend-vs-invest,SpendVsInvestCalc,1.5,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/umbrella-insurance,UmbrellaInsuranceCalc,1.5,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/variable-annuity,VariableAnnuityAnalyzer,1.5,False,UPGRADE or fold into library,literal-chart-data,7.9,KEEP-L1
/portal/wealth-canvas,DimensionalWealthCanvas,1.5,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/windfall-management,WindfallCalc,1.5,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/1031-exchange-analyzer,Exchange1031Analyzer,1.4,False,UPGRADE or fold into library,,3.8,MERGE
/portal/529-advanced,Section529AdvancedPlanner,1.4,False,UPGRADE or fold into library,,6.4,ENHANCE
/portal/alt-allocator,AlternativeInvestmentAllocator,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/alt-investment-dd,AlternativeInvestmentDueDiligence,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/concentrated-stock,ConcentratedStock,1.4,False,UPGRADE or fold into library,,6.3,ENHANCE
/portal/cost-segregation,CostSegregationAccelerator,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/cross-border-wealth,CrossBorderWealthPlanner,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/depreciation-recapture,RealEstateDepreciationRecapture,1.4,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/digital-estate-planner,DigitalEstatePlanner,1.4,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/dynasty-trust,DynastyTrustArchitect,1.4,False,UPGRADE or fold into library,,5.6,MERGE
/portal/education-529,Education529Planner,1.4,False,UPGRADE or fold into library,,6.4,ENHANCE
/portal/employee-retention,EmployeeRetentionStrategy,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/estate-timeline,EstatePlanningTimeline,1.4,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/executive-bridge,ExecutiveRetirementBridge,1.4,False,UPGRADE or fold into library,,8.9,KEEP-L1
/portal/family-bank,FamilyBankStrategy,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/family-constitution,FamilyWealthConstitution,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/family-governance,FamilyGovernanceFramework,1.4,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/financial-dna,FinancialDNA,1.4,False,UPGRADE or fold into library,,6.1,ENHANCE
/portal/financial-plan-checklist,FinancialPlanChecklist,1.4,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/grat,GRATPlanner,1.4,False,UPGRADE or fold into library,,5.6,MERGE
/portal/gst-trust,GSTTrustPlanner,1.4,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/holographic-mirage,HolographicMirage,1.4,False,UPGRADE or fold into library,,1.0,CUT
/portal/inherited-roth,InheritedRothPlanner,1.4,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/life-settlement,LifeSettlementAnalyzer,1.4,False,UPGRADE or fold into library,,7.5,KEEP-L1
/portal/nua-strategy,NUAStrategy,1.4,False,UPGRADE or fold into library,,5.5,MERGE
/portal/pe-secondary-market,PrivateEquitySecondaryMarket,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/pension-max-engine,PensionMaximizationEngine,1.4,False,UPGRADE or fold into library,,5.4,MERGE
/portal/persona-hub,PersonaHub,1.4,False,UPGRADE or fold into library,,6.1,ENHANCE
/portal/phantom-stock,PhantomStockPlanner,1.4,False,UPGRADE or fold into library,,8.9,KEEP-L1
/portal/physician-contract,PhysicianContractCalc,1.4,False,UPGRADE or fold into library,fabricated-constant,8.9,KEEP-L1
/portal/post-mortem-tax,PostMortemTaxPlanner,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/ppva,PrivatePlacementAnnuity,1.4,False,UPGRADE or fold into library,,9.1,KEEP-L1
/portal/private-reit,PrivateREITAnalyzer,1.4,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/spending-guardrails,RetirementSpendingGuardrails,1.4,False,UPGRADE or fold into library,,6.4,ENHANCE
/portal/split-dollar-life,SplitDollarLife,1.4,False,UPGRADE or fold into library,,8.7,KEEP-L1
/portal/ss-bridge-strategy,SocialSecurityBridgeStrategy,1.4,False,UPGRADE or fold into library,,5.4,MERGE
/portal/syndication-deal,SyndicationDealAnalyzer,1.4,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/tax-credits,TaxCreditOptimizer,1.4,False,UPGRADE or fold into library,,8.4,KEEP-L1
/portal/tax-deferred-exchange,TaxDeferredExchangeTimeline,1.4,False,UPGRADE or fold into library,,8.4,KEEP-L1
/portal/taxable-account,TaxableAccountOptimizer,1.4,False,UPGRADE or fold into library,,8.4,KEEP-L1
/portal/trust-funding,TrustFundingChecklist,1.4,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/volatility-harvesting,VolatilityHarvestingEngine,1.4,False,UPGRADE or fold into library,,8.4,KEEP-L1
/portal/1031-advanced,Section1031AdvancedExchange,1.3,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/annuity-waterfall,AnnuityWaterfallEngine,1.3,False,UPGRADE or fold into library,,7.9,KEEP-L1
/portal/captive-insurance-modeler,CaptiveInsuranceModeler,1.3,False,UPGRADE or fold into library,,6.2,MERGE
/portal/defined-benefit,DefinedBenefitPlanner,1.3,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/dst-analyzer,DSTAnalyzer,1.3,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/dynasty-trust-planner,DynastyTrustPlanner,1.3,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/fiduciary-compliance,FIDOComplianceTracker,1.3,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/financial-nerve-center,FinancialNerveCenter,1.3,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/hsa-maximizer,HSAMaximizer,1.3,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/iul-max-funded,IULMaxFundedEngine,1.3,False,UPGRADE or fold into library,fabricated-constant,9.5,KEEP-L1
/portal/qsbs-exclusion,QSBSExclusionCalc,1.3,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/short-term-rental,ShortTermRentalStrategy,1.3,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/stretch-ira,StretchIRAStrategy,1.3,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/tax-alpha-scorecard,TaxAlphaScorecard,1.3,False,UPGRADE or fold into library,,8.0,KEEP-L1
/portal/wealth-transfer-timeline,WealthTransferTimeline,1.3,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/inflation-protection,InflationProtectionSuite,1.2,False,UPGRADE or fold into library,literal-chart-data,5.9,ENHANCE
/portal/life-insurance-needs,LifeInsuranceNeedsCalc,1.2,False,UPGRADE or fold into library,fabricated-constant,8.1,KEEP-L1
/portal/medicare-part-d,MedicarePartDPlanner,1.2,False,UPGRADE or fold into library,literal-chart-data,5.9,ENHANCE
/portal/gstt-calculator,GSTTCalculator,1.1,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/heartfire-legacy,HeartfireLegacy,1.1,False,UPGRADE or fold into library,,8.2,KEEP-L1
/portal/onboarding-quiz,OnboardingQuiz,1.1,False,UPGRADE or fold into library,,5.0,ENHANCE
/portal/physician-vitals,PhysicianVitalsDashboard,1.1,False,UPGRADE or fold into library,,6.1,ENHANCE
/portal/real-estate-syndication,RealEstatesyndicationAnalyzer,1.1,False,UPGRADE or fold into library,literal-chart-data,8.1,KEEP-L1
/portal/vacation-rental,VacationRentalCalc,1.1,False,UPGRADE or fold into library,,6.5,ENHANCE
/portal/asset-protection,AssetProtection,1.0,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/business-succession,BusinessSuccession,1.0,False,UPGRADE or fold into library,,8.9,KEEP-L1
/portal/buy-sell-agreement,BuySellAgreement,1.0,False,UPGRADE or fold into library,,8.5,KEEP-L1
/portal/cash-flow-optimizer,CashFlowOptimizer,1.0,False,UPGRADE or fold into library,fabricated-constant,5.9,ENHANCE
/portal/college-aid,CollegeAidOptimizer,1.0,False,UPGRADE or fold into library,fabricated-constant,6.4,ENHANCE
/portal/compliance-center,ComplianceCommandCenter,1.0,False,UPGRADE or fold into library,,6.1,ENHANCE
/portal/cross-purchase,CrossPurchaseAgreement,1.0,False,UPGRADE or fold into library,,8.5,KEEP-L1
/portal/deep-organism,DeepOrganismDashboard,1.0,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/estate-freeze-comparison,EstateFreezeComparison,1.0,False,UPGRADE or fold into library,,8.1,KEEP-L1
/portal/executive-comp,ExecutiveCompOptimizer,1.0,False,UPGRADE or fold into library,fabricated-constant,8.9,KEEP-L1
/portal/healthcare-cost,HealthcareCostProjector,1.0,False,UPGRADE or fold into library,fabricated-constant,6.4,ENHANCE
/portal/international-tax,InternationalTax,1.0,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/medicaid-planning,MedicaidPlanning,1.0,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/nii-surtax,NIISurtaxOptimizer,1.0,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/organism-control,OrganismControlCenter,1.0,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/peer-network,PeerTrustNetwork,1.0,False,UPGRADE or fold into library,,8.7,KEEP-L1
/portal/physician-retirement,PhysicianRetirementBlueprint,1.0,False,UPGRADE or fold into library,,6.0,ENHANCE
/portal/private-credit,PrivateCredit,1.0,False,UPGRADE or fold into library,,3.0,MERGE
/portal/private-foundation,PrivateFoundationPlanner,1.0,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/private-placement,PrivatePlacement,1.0,False,UPGRADE or fold into library,,9.3,KEEP-L1
/portal/qualified-opportunity-fund,QualifiedOpportunityFund,1.0,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/section-199a,Section199AOptimizer,1.0,False,UPGRADE or fold into library,fabricated-constant,8.4,KEEP-L1
/portal/spousal-lifetime-access,SpousalLifetimeAccess,1.0,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/state-trust-planning,GraniteStateTrustPlanner,1.0,False,UPGRADE or fold into library,literal-chart-data,8.1,KEEP-L1
/portal/stress-test,PortfolioStressTest,1.0,False,UPGRADE or fold into library,fabricated-constant,6.4,ENHANCE
/portal/taxable-estate,TaxableEstateCalculator,1.0,False,UPGRADE or fold into library,fabricated-constant,8.4,KEEP-L1
/portal/wealth-erosion,WealthErosionTracker,1.0,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/wealth-transfer-scorecard,WealthTransferScorecard,1.0,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/whole-life-dividend,WholeLifeDividendEngine,1.0,False,UPGRADE or fold into library,literal-chart-data,9.5,KEEP-L1
/portal/withdrawal-rate,WithdrawalRateOptimizer,1.0,False,UPGRADE or fold into library,fabricated-constant,8.4,KEEP-L1
/portal/cost-segregation-engine,CostSegregationEngine,0.9,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/executive-bonus,ExecutiveBonusPlan,0.9,False,UPGRADE or fold into library,,9.1,KEEP-L1
/portal/organism-health,OrganismHealthReport,0.9,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/ppli-modeler,PPLIModeler,0.9,False,UPGRADE or fold into library,,9.3,KEEP-L1
/portal/premium-financing-calc,PremiumFinancingCalculator,0.9,False,UPGRADE or fold into library,,7.5,MERGE
/portal/retirement-income-proj,RetirementIncomeProjector,0.9,False,UPGRADE or fold into library,fabricated-constant,7.4,KEEP-L1
/portal/slat-planner,SLATPlanner,0.9,False,UPGRADE or fold into library,,5.6,MERGE
/portal/student-loan-optimizer,StudentLoanOptimizer,0.9,False,UPGRADE or fold into library,fabricated-constant,6.8,ENHANCE
/portal/tax-projection,TaxProjectionEngine,0.9,False,UPGRADE or fold into library,fabricated-constant,8.8,KEEP-L1
/portal/audit-defense,AuditDefensePrep,0.8,False,UPGRADE or fold into library,literal-chart-data,6.3,ENHANCE
/portal/calculator-hub,CalculatorHub,0.8,False,UPGRADE or fold into library,,7.1,KEEP-L1
/portal/flp-planner,FamilyLimitedPartnershipPlanner,0.8,False,UPGRADE or fold into library,literal-chart-data,3.4,MERGE
/portal/irc-reference,ComprehensiveIRCReferenceIndex,0.8,False,UPGRADE or fold into library,,5.0,ENHANCE
/portal/section-2701,Section2701ValuationPlanner,0.8,False,UPGRADE or fold into library,literal-chart-data,5.9,ENHANCE
/portal/special-needs,SpecialNeedsPlanner,0.8,False,UPGRADE or fold into library,literal-chart-data,6.3,ENHANCE
/portal/wealth-odyssey,WealthOdyssey,0.8,False,UPGRADE or fold into library,,1.0,CUT
/portal/withdrawal-sequencer,TaxEfficientWithdrawalSequencer,0.8,False,UPGRADE or fold into library,literal-chart-data,8.4,KEEP-L1
/portal/hsa-triple-tax,HSATripleTaxCalc,0.7,False,UPGRADE or fold into library,fabricated-constant,6.5,ENHANCE
/portal/ilit-calculator,ILITCalculator,0.7,False,UPGRADE or fold into library,fabricated-constant,8.7,KEEP-L1
/portal/physician-forum,PhysicianForum,0.7,False,UPGRADE or fold into library,,5.4,ENHANCE
/portal/wealth-timeline,WealthAccumulationTimeline,0.7,False,UPGRADE or fold into library,,5.5,ENHANCE
/portal/calc-interop-matrix,CalcInteropMatrix,0.6,False,UPGRADE or fold into library,,3.5,ABSORB/CUT
/portal/clt-engine,CharitableLeadTrustEngine,0.6,False,UPGRADE or fold into library,fabricated-constant,8.1,KEEP-L1
/portal/debt-payoff,DebtPayoffStrategy,0.6,False,UPGRADE or fold into library,fabricated-constant,6.4,ENHANCE
/portal/elite-showdown,EliteShowdown,0.6,False,UPGRADE or fold into library,,1.0,CUT
/portal/esop-analyzer,ESOPAnalyzer,0.6,False,UPGRADE or fold into library,fabricated-constant,8.9,KEEP-L1
/portal/esop-buyout,ESOPLeveragedBuyoutPlanner,0.6,False,UPGRADE or fold into library,fabricated-constant,9.4,KEEP-L1
/portal/financial-independence,FinancialIndependenceCalc,0.6,False,UPGRADE or fold into library,fabricated-constant,5.9,ENHANCE
/portal/grantor-trust,GrantorTrustStrategy,0.6,False,UPGRADE or fold into library,,7.7,KEEP-L1
/portal/ilit-deep-dive,ILITDeepDive,0.6,False,UPGRADE or fold into library,,5.8,MERGE
/portal/impact-scorecard,ImpactScorecard,0.6,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/oil-gas-strategy,OilGasTaxStrategy,0.6,False,UPGRADE or fold into library,,5.9,ENHANCE
/portal/retirement-distributions,RetirementPlanDistributionPlanner,0.6,False,UPGRADE or fold into library,fabricated-constant,6.4,ENHANCE
/portal/retirement-readiness,RetirementReadinessCenter,0.6,False,UPGRADE or fold into library,,4.5,ABSORB/CUT
/portal/section-1202,Section1202Planner,0.6,False,UPGRADE or fold into library,fabricated-constant,6.3,ENHANCE
/portal/social-security-maximizer,SocialSecurityMaximizer,0.6,False,UPGRADE or fold into library,fabricated-constant,8.3,KEEP-L1
/portal/structured-notes,StructuredNoteAnalyzer,0.6,False,UPGRADE or fold into library,fabricated-constant,5.9,ENHANCE
/portal/tax-optimization-command,TaxOptimizationCommand,0.6,False,UPGRADE or fold into library,,6.5,ENHANCE
